Comprende los objetivos del equipo y los objetivos de la empresa.,Ve cómo la contribución personal impacta el negocio.,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor.,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas,Comprende el impacto de nuestras operaciones en la comunidad.,Participa en actividades dentro de la comunidad.,Asume la responsabilidad de sus propias acciones y consecuencias.,Muestra congruencia en palabras y acciones.,Vive los valores y principios de Nestlé.,Actúa teniendo en cuenta la reputación y el mejor interés de la organización.,Interactúa con integridad y honestidad.,Admite errores.,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé.,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad.,Planea y prioriza el trabajo de manera efectiva.,Aprovecha cada oportunidad para hacer más de lo esperado.,No duda en actuar.,Persigue objetivos con energía y conduce hasta su finalización.,Asume la responsabilidad de entregar los resultados esperados (qué y cómo).,Busca activamente comentarios de otros.,Crea y ejecuta planes de desarrollo personal.,Aprovecha todas las oportunidades para aprender y crecer.,Aprende de los éxitos y errores.,Tiene recursos para perseguir objetivos de aprendizaje.,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites.",Obtiene la confianza y el apoyo de los demás.,Está preparado para hacer compromisos para lograr los objetivos del grupo.,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo.",Influye sin autoridad.,Se interesa y escucha atentamente las ideas de los demás.,Funciona a través de desacuerdos sin dañar las relaciones.,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos.,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia.",Inicia y contribuye a la innovación y la mejora continua.,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas.,Desafía constructivamente el por qué y pregunta por qué no.,Actúa de manera decisiva y proactiva.,Comprende los objetivos del equipo y los objetivos de la empresa._AUTOEVALUCIÓN,Ve cómo la contribución personal impacta el negocio._AUTOEVALUCIÓN,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor._AUTOEVALUCIÓN,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas_AUTOEVALUCIÓN,Comprende el impacto de nuestras operaciones en la comunidad._AUTOEVALUCIÓN,Participa en actividades dentro de la comunidad._AUTOEVALUCIÓN,Asume la responsabilidad de sus propias acciones y consecuencias._AUTOEVALUCIÓN,Muestra congruencia en palabras y acciones._AUTOEVALUCIÓN,Vive los valores y principios de Nestlé._AUTOEVALUCIÓN,Actúa teniendo en cuenta la reputación y el mejor interés de la organización._AUTOEVALUCIÓN,Interactúa con integridad y honestidad._AUTOEVALUCIÓN,Admite errores._AUTOEVALUCIÓN,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé._AUTOEVALUCIÓN,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad._AUTOEVALUCIÓN,Planea y prioriza el trabajo de manera efectiva._AUTOEVALUCIÓN,Aprovecha cada oportunidad para hacer más de lo esperado._AUTOEVALUCIÓN,No duda en actuar._AUTOEVALUCIÓN,Persigue objetivos con energía y conduce hasta su finalización._AUTOEVALUCIÓN,Asume la responsabilidad de entregar los resultados esperados (qué y cómo)._AUTOEVALUCIÓN,Busca activamente comentarios de otros._AUTOEVALUCIÓN,Crea y ejecuta planes de desarrollo personal._AUTOEVALUCIÓN,Aprovecha todas las oportunidades para aprender y crecer._AUTOEVALUCIÓN,Aprende de los éxitos y errores._AUTOEVALUCIÓN,Tiene recursos para perseguir objetivos de aprendizaje._AUTOEVALUCIÓN,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites._AUTOEVALUCIÓN",Obtiene la confianza y el apoyo de los demás._AUTOEVALUCIÓN,Está preparado para hacer compromisos para lograr los objetivos del grupo._AUTOEVALUCIÓN,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo._AUTOEVALUCIÓN",Influye sin autoridad._AUTOEVALUCIÓN,Se interesa y escucha atentamente las ideas de los demás._AUTOEVALUCIÓN,Funciona a través de desacuerdos sin dañar las relaciones._AUTOEVALUCIÓN,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos._AUTOEVALUCIÓN,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia._AUTOEVALUCIÓN",Inicia y contribuye a la innovación y la mejora continua._AUTOEVALUCIÓN,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas._AUTOEVALUCIÓN,Desafía constructivamente el por qué y pregunta por qué no._AUTOEVALUCIÓN,Actúa de manera decisiva y proactiva._AUTOEVALUCIÓN,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age
4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,4,4,4,3,3,3,2,3,3,4,3,2,3,3,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,J,Operations,Supervisor Manufactura,1124,30-34
4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,2,3,3,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,J,Marketing & Sales,Veterinary Adviser Specialist,1124,25-29
4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,4,4,3,4,3,4,3,4,3,4,3,3,3,3,3,2,3,2,4,3,4,4,4,3,3,2,4,3,3,3,3,4,2,3,3,2,3,4,2,2,2,4,3,3,2,2,4,3,2,I,Operations,Coordinador Resurtido,1124,30-34
3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador Planeación Intermarket,1124,25-29
3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,3,2,3,2,2,2,2,4,3,3,3,3,3,2,2,3,3,3,2,2,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,L,Operations,Tecnico Mantenimiento/Instrumentista,1109,25-29
4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,3,4,3,4,3,4,3,3,4,4,4,4,4,3,1,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,J,Marketing & Sales,Especialista Operacion Trade Marketing,1109,30-34
4,3,3,4,4,3,3,4,3,3,4,4,4,3,3,3,4,4,3,4,3,4,3,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,J,Marketing & Sales,Veterinary Adviser Specialist,1109,25-29
4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,2,3,3,4,4,4,4,4,3,4,4,3,3,2,2,4,3,3,J,Operations,Especialista Servicio a Clientes,1109,30-34
2,2,2,3,2,2,2,2,3,2,3,3,3,2,3,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,2,3,2,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,3,4,4,3,K,Marketing & Sales,Analista Operacion,1109,25-29
3,4,3,3,2,2,4,3,4,4,4,4,4,3,4,3,3,3,3,2,2,3,4,3,2,4,3,2,2,3,4,2,2,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,K,Marketing & Sales,Analista Informacion Cuentas Mayoreo,1109,30-34
3,3,4,4,4,3,4,4,4,4,4,3,4,3,3,2,3,3,3,3,3,2,3,4,3,4,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,J,Marketing & Sales,Especialista Operacion Trade Marketing,1109,20-24
3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,J,Marketing & Sales,Especialista Marketing,1109,25-29
4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,4,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,4,4,4,3,4,4,4,3,4,3,4,L,Marketing & Sales,Vendedor NN,1109,35-39
3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,K,Operations,Analista Instrumentacion y Control,1109,25-29
4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,4,3,2,2,3,3,3,3,3,2,2,4,4,3,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,4,4,4,3,2,3,2,3,J,Marketing & Sales,Especialista Marketing,1093,25-29
3,3,3,3,3,2,4,4,4,3,4,4,3,4,3,4,4,4,3,4,3,4,4,3,3,3,2,3,2,4,3,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,L,Operations,Quality Assurance Technician,1102,25-29
3,4,3,3,4,3,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,3,4,4,3,4,3,3,3,4,4,4,3,3,3,4,4,4,K,Marketing & Sales,Asesor Nutricional,1093,25-29
3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,3,2,3,3,4,2,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,2,2,2,4,4,4,L,Operations,Tecnico Cajero,835,30-34
4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,K,Marketing & Sales,Analista Gestion Comercial,1093,30-34
4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,K,Marketing & Sales,Asesor Nutricional,1093,30-34
2,2,2,3,2,2,2,3,3,3,3,2,2,2,3,3,3,3,2,2,3,3,2,3,2,3,2,3,2,2,3,2,3,3,3,2,3,3,4,3,2,3,3,4,3,4,4,4,4,3,2,4,3,4,4,3,1,4,3,3,4,3,4,4,4,3,3,3,2,2,3,4,3,3,K,Marketing & Sales,Analista Informacion Ventas,1093,20-24
3,3,3,3,3,3,4,4,4,4,4,4,3,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,J,Marketing & Sales,Trade Marketing Operation Specialist,1093,20-24
3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,2,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Marketing & Sales,Coffee Specialist Boutique,1093,25-29
2,2,1,2,3,2,1,1,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,1,2,2,2,1,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,K,Marketing & Sales,Asistente Ejecutiva,1093,35-39
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,J,Human Resources,Especialista Atraccion Talento,1093,25-29
4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,3,3,4,3,4,4,4,4,4,K,Operations,Analista Control de Stock,1093,35-39
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,4,3,3,3,3,3,3,2,3,4,2,3,3,4,3,2,4,4,3,3,4,3,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,J,Operations,Supervisor Manufactura,1095,25-29
3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,3,3,4,3,3,4,3,3,3,3,4,4,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,K,Marketing & Sales,Coffee Specialist Boutique,1078,30-34
3,4,3,4,3,4,4,4,3,3,4,4,3,2,3,3,2,2,3,2,3,3,3,3,3,3,4,3,3,3,3,2,2,3,4,3,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,K,Marketing & Sales,Coffee Specialist Boutique,1078,25-29
3,3,2,2,3,2,3,2,3,3,3,3,2,2,1,2,2,2,2,2,2,3,3,3,2,1,2,3,1,3,2,1,2,2,3,2,2,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,2,3,4,4,4,3,3,4,4,3,4,3,3,3,3,4,4,3,J,Marketing & Sales,Marketing Specialist,1078,25-29
3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,I,Marketing & Sales,Sales Promoter Coordinator,1078,25-29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,4,4,3,4,2,4,3,4,4,2,3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,I,Human Resources,Talent Coordinator,1078,25-29
3,2,3,3,2,3,2,3,4,4,4,2,3,4,2,3,2,3,3,2,2,4,4,3,2,3,3,3,2,4,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,2,4,4,4,4,4,4,3,4,J,Human Resources,Especiaista Movilidad Global,1078,20-24
3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,I,Operations,Coordinador Fabricacion,1078,25-29
3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,2,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,I,Operations,Coordinador Envase y Embalaje,1078,25-29
4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,3,4,3,3,3,3,4,4,3,3,4,4,3,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador de Fabricación,1078,25-29
4,4,3,2,3,3,4,4,4,4,4,4,4,3,3,2,3,2,3,3,4,4,4,4,4,4,3,3,3,3,3,2,2,3,3,3,3,4,4,3,3,4,2,4,4,3,3,4,4,4,4,4,3,4,4,4,3,3,4,4,3,2,4,4,3,3,4,4,3,2,3,4,3,3,I,Operations,Coordinador Fabricacion,1078,25-29
2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,3,4,4,4,3,4,3,3,4,2,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,I,Marketing & Sales,Coordinador Desarrollo Categoria,1078,25-29
3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,I,Marketing & Sales,Coordinador Marketing Activation,1078,25-29
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,2,3,3,3,3,2,2,3,3,2,3,3,4,4,3,4,4,3,3,2,3,2,3,I,Marketing & Sales,Coordinador Marketing,1078,25-29
4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,I,Marketing & Sales,Coordinador Marketing,1078,25-29
3,2,3,3,2,2,3,4,3,3,4,3,3,4,4,3,3,3,4,2,3,3,3,3,3,4,3,4,3,4,2,2,3,3,4,3,3,4,4,4,4,3,2,4,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,I,Operations,Coordinador Planeación Distribución Impo,1078,25-29
3,3,2,2,3,3,4,2,3,3,4,4,4,3,2,2,3,4,4,3,2,3,3,2,3,4,2,3,2,3,3,2,3,4,2,2,3,3,3,2,3,3,3,4,4,3,4,4,4,2,2,2,3,4,4,4,2,2,3,3,3,2,4,3,3,3,3,2,3,3,3,3,3,3,J,Operations,Especialista SHE,1078,35-39
3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,L,Marketing & Sales,Vendedor Bebidas,1078,25-29
3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,3,3,3,2,2,3,3,3,2,2,3,4,4,2,2,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,2,2,3,2,4,4,K,Marketing & Sales,Analista Operacion,1078,30-34
4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,3,3,K,Operations,Analista Aseguramiento Calidad,1078,25-29
2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,3,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,L,Marketing & Sales,Vendedor Operaciones,1078,30-34
4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3,3,4,4,4,2,3,4,2,4,K,Operations,Analista Aseguramiento Calidad,1078,25-29
2,1,2,2,2,2,2,2,3,3,4,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,2,4,4,3,4,3,4,3,4,J,Operations,Especialista Customer Solution,1062,25-29
3,3,3,4,3,3,3,2,4,4,3,3,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,4,3,3,3,4,2,4,4,4,4,4,4,3,3,2,2,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,2,3,3,K,Marketing & Sales,Analista Category Management,1062,30-34
4,3,4,4,3,4,3,3,4,3,4,3,3,4,3,4,4,4,4,2,2,4,4,3,2,3,3,4,3,2,3,3,4,4,4,2,3,4,3,3,2,3,4,4,3,4,4,4,4,3,4,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,2,2,2,3,3,3,4,J,Marketing & Sales,Especialista Category Management,1062,20-24
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Marketing & Sales,Coffee Specialist CRC,1062,35-39
3,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,4,3,3,4,3,4,3,3,4,4,4,3,4,4,3,3,3,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,2,3,4,4,4,K,Marketing & Sales,Coffee Specialist CRC,1062,35-39
3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,3,3,2,4,3,4,L,Operations,Tecnico Operador Mesa de Control,1062,35-39
4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,4,3,4,2,2,3,3,3,3,4,3,2,3,4,3,4,3,3,3,3,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,K,Operations,Analista Aseguramiento Calidad,1062,25-29
2,3,3,4,3,1,3,4,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,K,Business Services,Analista Produccion DM,1067,25-29
3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,K,Human Resources,People Analytics Analyst,1062,20-24
4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,I,Marketing & Sales,Community Manager Coordinator,1062,25-29
3,3,3,4,4,2,3,3,4,4,4,4,3,3,3,3,4,4,3,4,2,3,4,4,3,3,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,L,Marketing & Sales,Asesor Nutricional Jr,1047,25-29
4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,3,3,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,J,Marketing & Sales,Veterinary Adviser Specialist,1047,40-44
2,2,3,2,2,3,3,3,4,3,3,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,2,3,2,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,4,4,2,4,4,3,4,4,4,4,4,3,3,4,4,4,L,General Services,Tecnico Asistente Ejecutiva,1047,35-39
3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,3,3,3,3,4,4,4,3,3,3,2,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,3,3,4,3,3,3,4,3,3,4,3,3,4,4,J,Marketing & Sales,Marketing Services Specialist,1047,25-29
4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,3,4,3,4,3,3,4,4,3,3,4,4,3,4,K,Marketing & Sales,Vendedor Mayoreo,1047,35-39
4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,3,3,3,3,4,2,2,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,1,2,2,4,4,3,1,1,3,1,3,J,Marketing & Sales,Especialista Marketing,1047,25-29
2,2,2,4,2,1,3,2,2,2,4,4,3,3,3,3,4,3,3,2,1,3,3,3,1,4,3,3,3,2,2,2,3,3,2,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,4,J,Marketing & Sales,Especialista Cuentas Clave,1047,25-29
2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,2,4,4,4,4,4,4,L,Operations,Tecnico Mantenimiento/Instrumentista,1047,45-49
